Last Name;First Name;Position_cat4;Position;Team;Nat;Ht;Wt;Hand;GP;G;A;A1;A2;PTS;Plus_min;E_plus_min;PIM;Shifts;TOI;TOI_2;TOI/GP;TOI%;IPP%;SH%;SV%;PDO;F/60;A/60;Pct%;Diff;Diff/60;iCF;iFF;iSF;ixG;iSCF;iRB;iRS;iDS;sDist;sDist_2;Pass;iHF;iHA;iHDf;iMiss;iGVA;iTKA;iBLK;BLK%;iFOW;iFOL;FO%;%FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL;FOW.Up;FOL.Up;FOW.Down;FOL.Down;FOW.Close;FOL.Close;OTG;1G;GWG;ENG;PSG;PSA;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;CBar ;Post;Over;Wide;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;iPenT;iPenD;iPENT;iPEND;iPenDf;NPD;Min;Maj;Match;Misc;Game;CF;CA;FF;FA;SF;SA;xGF;xGA;SCF;SCA;GF;GA;RBF;RBA;RSF;RSA;DSF;DSA;FOW;FOL;HF;HA;GVA;TKA;PENT;PEND;OPS;DPS;PS;SOS;SOG;SOGDG;OTOI;Grit;DAP;Pace;GS;GS/G
Beauvillier;Anthony;Center;C/LW;NYI;CAN;71;170;L;66;9;15;8;7;24;1;-9.3;10;1135;51563;859.3;13.02;0.25;0.62;0.09;0.923;1017;2.72;2.44;0.53;4;0.28;170;135;101;9.5;31;9;7;16;30.5;26.1;159.4;81;73;8;34;30;17;26;0.03;123;174;0.41;0.43;30;57;42;54;51;63;35;51;38;64;75;100;0;2;2;0;0;0;1;0;1;1;1;0;5;0;2;5;27;13;3;5;19;5;5;51;5;6;5;5;1;-1.6;5;0;0;0;0;753;887;571;650;418;457;32.5;39.2;101;132;39;35;28;18;34;38;62;56;304;395;397;346;153;88;44;43;1.3;0.8;2.2;2;1;0;2642.13;117;19.6;114.5;15.8;0.24
Beck;Taylor;Left wing;LW;EDM/NYR;CAN;74;203;R;5;0;0;0;0;0;-3;-1.4;4;70;2643;44;8.82;0.17;0.00;0.00;0.87;870;0;4.09;0.00;-3;-4.09;11;5;5;0.3;2;0;0;0;23.6;23.3;0;5;6;-1;0;2;1;0;0.00;0;1;0.00;0.03;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;2;0;1;0;-2;-1;2;0;0;0;0;33;44;20;32;15;23;0.9;3;4;12;0;3;0;4;1;1;1;5;19;19;21;20;10;2;3;2;-0.1;-0.1;-0.2;;;;212.16;9;3;104.9;-0.9;-0.18
Beleskey;Matt;Left wing;LW;BOS;CAN;72;203;L;49;3;5;1;4;8;-10;5.1;47;880;39001;649.8;13.17;0.24;0.47;0.05;0.911;959;1.57;2.03;0.44;-5;-0.46;149;113;79;5.6;11;6;7;13;35.7;33.3;23.1;98;NA;NA;34;12;7;18;0.04;29;41;0.41;0.12;4;4;6;7;19;30;7;15;10;8;17;27;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;6;28;5;2;7;20;1;0;44;19;8;19;9;-11;-9.1;16;3;0;0;0;649;502;496;364;357;248;25;19;61;53;17;22;15;11;21;21;36;32;293;288;281;283;80;62;46;47;-0.6;0.4;-0.2;;;;2048.47;166;6.6;106.3;12.2;0.25
Bellemare;Pierre-Edouard;Left wing;LW/C;PHI;FRA;72;198;L;82;4;4;3;1;8;-1;-3.9;20;1552;63814;1061.8;12.97;0.23;0.38;0.06;0.908;967;1.19;2.83;0.30;-29;-1.64;172;129;90;6;17;4;14;18;37.5;34.7;135.6;73;105;-32;39;14;24;70;0.06;402;429;0.48;0.86;168;226;140;117;94;86;80;101;142;125;267;293;0;2;0;0;0;0;0;0;1;2;1;0;0;2;0;4;33;10;1;8;36;5;1;29;7;7;7;8;0;0.7;5;2;0;0;0;701;1151;498;798;354;544;24.7;51.2;76;176;21;50;27;54;38;49;65;103;467;497;460;499;138;86;40;41;-1.7;1.3;-0.4;;;;3483.12;165;19.4;104.7;12.7;0.16
Benn;Jamie;Left wing;LW;DAL;CAN;74;210;L;77;26;43;26;17;69;-9;-6.5;66;2085;89507;1488.3;19.37;0.32;0.80;0.10;0.886;987;3.47;3.27;0.52;5;0.2;359;278;201;22.3;83;23;19;42;29.3;25.5;424.6;89;56;33;77;55;55;47;0.03;212;200;0.52;0.24;64;65;35;34;113;101;63;65;80;69;119;117;2;3;4;0;0;0;4;0;1;2;3;1;15;6;5;9;57;18;6;12;25;12;3;125;26;19;25;21;-7;-2.3;22;4;0;0;0;1616;1363;1228;1004;850;709;85.5;77;287;254;86;81;66;81;55;80;121;161;901;840;394;328;267;175;76;94;6.4;1.1;7.5;3;1;0;3104.14;206;6.5;120.1;61.8;0.8
Benn;Jordie;Defense;D;DAL/MTL;CAN;74;200;L;71;4;13;7;6;17;-4;-2.3;28;1812;77900;1292.6;18.28;0.32;0.44;0.07;0.895;960;1.81;3.44;0.35;-35;-1.62;180;116;68;3.6;6;4;5;9;52.6;46.6;193.8;64;69;-5;48;49;14;144;0.10;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;0;0;1;1;0;7;40;1;0;26;8;1;0;32;14;10;13;8;-4;2.1;14;0;0;0;0;1217;1388;888;996;600;705;54.7;69.6;181;233;39;74;50;79;45;61;95;140;656;680;442;424;205;120;88;81;0.7;2.1;2.8;;;;2790.55;236;5.6;120.9;21.3;0.3
Bennett;Beau;Right wing;RW/LW;N.J;USA;74;195;R;65;8;11;7;4;19;-3;1.1;20;1152;52876;880.2;13.72;0.26;0.70;0.06;0.924;982;1.84;1.98;0.48;-2;-0.14;183;145;101;8.5;28;4;4;8;33;29.4;222.3;77;60;15;46;16;19;13;0.02;3;13;0.19;0.02;0;1;0;1;3;11;2;0;0;6;2;8;0;0;1;0;0;0;1;0;2;0;2;0;3;1;2;4;39;8;0;6;35;8;1;43;10;9;10;8;-1;0.6;10;0;0;0;0;850;656;652;511;466;384;38;32.9;110;108;27;29;21;24;15;29;36;53;376;403;323;314;101;70;58;44;0.6;1.1;1.7;;;;2565.32;110;9.6;102.7;23.7;0.37
Bennett;Sam;Center;C;CGY;CAN;73;186;L;81;13;13;7;6;26;-16;-0.6;75;1613;72839;1212.7;14.98;0.26;0.65;0.08;0.906;983;1.98;2.62;0.43;-13;-0.64;215;169;122;13.3;45;12;19;31;27;26.6;211.4;127;66;61;47;25;43;46;0.04;374;437;0.46;0.72;115;125;141;163;118;149;118;137;127;159;219;255;0;3;0;1;0;0;0;0;2;1;1;0;9;1;0;9;37;13;0;5;9;16;2;77;33;21;32;16;-12;-11.9;30;3;0;0;0;1004;1048;739;778;519;562;40.8;46.3;115;150;40;53;21;28;52;45;73;73;537;588;426;334;213;175;85;80;0.8;0.8;1.6;2;0;0;3411.7;251;5.7;101.5;21.6;0.27
Benning;Matthew;Defense;D;EDM;CAN;73;195;R;62;3;12;6;6;15;8;3.8;29;1399;61791;1027.4;16.62;0.30;0.31;0.10;0.925;1021;2.86;2.1;0.58;13;0.76;152;98;69;3.6;6;6;11;17;44;41.9;99.2;111;95;16;29;49;7;64;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;1;3;25;2;0;12;20;0;1;34;13;14;13;10;1;1;12;1;0;0;0;942;887;716;656;510;479;45.56;42.72;161;142;49;36;30;31;52;63;82;94;438;523;481;391;208;132;54;66;0.7;2.7;3.5;;;;2421.77;205;9.8;106.8;23;0.37
Bergeron;Patrice;Center;C;BOS;CAN;73;195;R;79;21;32;21;11;53;12;20.3;24;1939;92065;1532;19.33;0.32;0.54;0.10;0.903;1000;3.88;2.27;0.63;41;1.61;479;392;302;28.4;102;12;27;39;31.7;28;365.4;54;88;-34;91;23;65;47;0.04;1089;723;0.60;0.95;340;259;324;185;420;278;385;242;318;209;656;446;0;2;7;1;0;0;2;1;4;5;3;0;6;0;6;13;72;25;8;17;74;22;2;153;12;7;10;6;-5;-0.5;12;0;0;0;0;1845;1138;1416;844;1022;601;88.5;52.4;281;167;99;58;58;27;72;53;130;80;1124;766;388;499;237;199;90;95;4.2;2.5;6.6;2;0;0;3197;125;9.9;116.8;87.4;1.11
Berglund;Patrik;Center;C/LW;STL;SWE;76;223;L;82;23;11;7;4;34;-7;2.4;32;1912;78668;1309.6;15.98;0.28;0.68;0.08;0.904;985;2.29;2.66;0.46;-8;-0.37;275;225;153;17.8;64;15;16;31;25.7;23.7;146;155;86;69;72;23;43;42;0.04;584;585;0.50;0.92;218;228;207;191;159;166;184;210;179;161;387;375;1;5;5;3;0;0;5;0;2;1;6;0;9;0;5;10;57;24;2;10;9;17;4;87;16;13;16;12;-3;-3.7;16;0;0;0;0;1168;1107;873;840;614;604;54.4;51.8;166;166;50;58;43;46;47;39;90;85;634;633;461;515;112;142;63;65;2.6;1.3;3.9;2;1;0;3449.03;229;12.4;104.2;37.2;0.45
Bertschy;Christoph;Center;C;MIN;CHE;70;186;R;5;0;1;0;1;1;0;0.2;4;65;2440;40.7;8.13;0.17;1.00;0.07;0.95;1017;1.48;1.48;0.50;0;0;5;5;5;0.4;2;0;0;0;26.2;25.5;0;7;6;1;0;0;0;3;0.09;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;2;0;2;0;-2;-2;2;0;0;0;0;25;35;17;25;15;20;1.2;1.1;5;2;1;1;1;1;2;2;3;3;18;15;16;19;4;2;3;0;0;0;0;;;;197.85;14;3.5;88.5;0.3;0.06
Bertuzzi;Tyler;Left wing;LW;DET;CAN;72;198;L;7;0;0;0;0;0;-1;-0.5;0;90;3825;63.8;9.1;0.19;0.00;0.05;0.931;979;0.94;1.88;0.33;-1;-0.94;8;7;3;0.4;1;0;0;0;41;32.1;0;12;11;1;4;3;1;0;0.00;1;1;0.50;0.04;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;39;54;29;45;21;29;1.4;2.3;5;8;1;2;0;4;1;3;1;7;29;28;31;38;9;2;5;2;-0.2;0;-0.1;;;;277.97;12;0;87.5;-0.7;-0.1
Bickell;Bryan;Left wing;LW;CAR;CAN;76;223;L;11;1;0;0;0;1;-4;-2.3;4;160;6891;114.3;10.43;0.20;0.20;0.10;0.879;979;2.62;3.67;0.42;-2;-1.05;20;14;8;1;4;0;0;0;39.1;33.6;0;16;7;9;6;2;3;3;0.03;0;2;0.00;0.02;0;1;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;1;1;4;0;0;2;2;0;1;0;-2;-0.8;2;0;0;0;0;103;104;76;82;50;58;4.6;5.8;16;22;5;7;4;8;7;6;11;14;53;41;56;49;13;17;5;7;-0.1;0;-0.1;1;1;0;471.26;23;9.5;108.7;0.2;0.02
Biega;Alex;Defense;D;VAN;CAN;70;193;R;36;0;3;1;2;3;-4;-5.2;18;701;28444;474.1;13.17;0.24;0.27;0.05;0.915;968;1.39;2.91;0.32;-12;-1.52;79;59;37;1.6;2;1;2;3;49.6;45.8;34.6;97;61;36;22;7;5;24;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;19;0;1;8;8;0;0;20;9;2;9;2;-7;-3.7;9;0;0;0;0;392;453;285;356;207;270;16.7;24.3;53;72;11;23;12;19;14;18;26;37;210;194;235;191;59;56;27;17;-0.3;0.9;0.7;;;;1521.76;139;11.3;106.9;3.3;0.09
Bieksa;Kevin;Defense;D;ANA;CAN;73;200;R;81;3;11;2;9;14;0;-12.3;63;1802;91130;1515.7;18.75;0.33;0.25;0.09;0.912;997;2.22;2.85;0.44;-16;-0.63;197;146;94;5.8;13;1;5;6;45.9;42.8;44.9;173;73;100;52;54;13;100;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1;0;1;3;48;4;0;42;3;3;1;41;24;14;24;17;-10;2.3;19;5;0;0;0;1223;1544;932;1149;658;820;55.7;75.5;186;266;56;72;39;53;58;64;97;117;715;634;747;548;231;112;108;98;0;3.5;3.5;1;0;0;3070.97;341;9.8;109.5;8.7;0.11
Bitetto;Anthony;Defense;D;NSH;USA;73;210;L;29;0;7;3;4;7;-1;-4.4;25;513;20538;342;11.8;0.24;0.47;0.09;0.915;1010;2.63;2.98;0.47;-2;-0.35;45;29;17;0.8;0;0;1;1;47.2;43.5;59.7;43;44;-1;12;8;1;24;0.07;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;1;0;3;1;0;0;12;11;1;11;2;-10;-4.3;10;1;0;0;0;289;362;215;276;159;201;12.3;17.7;28;48;15;17;10;14;12;21;22;35;148;149;184;193;51;40;37;26;0.4;0.6;0.9;;;;1112.5;93;4.4;114.2;1.8;0.06
Bjorkstrand;Oliver;Right wing;RW;CBJ;DNK;72;175;R;26;6;7;4;3;13;4;6.1;6;483;21980;366.2;14.08;0.26;0.57;0.10;0.906;1011;3.77;2.13;0.64;10;1.64;90;66;55;7.4;31;9;4;13;24.4;24.2;68.7;14;31;-17;11;8;8;9;0.04;1;0;1.00;0.00;0;0;1;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;2;1;0;0;3;0;2;1;8;5;1;5;11;6;0;27;2;5;3;6;3;2.6;2;0;0;0;0;373;252;276;186;221;139;19.4;12.6;68;42;23;13;18;11;11;8;29;19;160;162;105;124;36;34;15;19;1.1;0.5;1.7;;;;1058.12;29;11;102.4;17.4;0.67
Bjugstad;Nick;Center;C;FLA;USA;78;218;R;54;7;7;3;4;14;-19;-9.6;22;984;42615;709.7;13.15;0.24;0.58;0.06;0.919;980;2.03;2.71;0.43;-8;-0.68;154;122;91;9.7;40;5;10;15;27.1;26.6;90.1;72;49;23;31;17;21;9;0.01;186;205;0.48;0.58;42;50;53;61;91;94;39;45;76;83;116;119;0;2;1;0;0;0;1;0;1;0;1;0;4;0;2;2;27;18;1;14;13;7;1;37;11;13;11;11;2;1;11;0;0;0;0;685;638;538;516;392;395;33.9;33.7;113;121;24;32;26;43;23;31;49;74;318;354;282;222;114;99;48;37;0.3;0.1;0.5;3;0;0;2229.79;103;8.5;111.9;9.7;0.18
Blandisi;Joseph;Left wing;LW/C;N.J;CAN;72;200;L;27;3;6;4;2;9;-10;-0.5;26;490;21643;344.7;13.37;0.25;0.60;0.09;0.904;993;2.61;2.61;0.50;0;0;48;38;24;3.5;16;0;1;1;26.8;26.2;66.8;37;25;11;15;4;7;6;0.02;76;93;0.45;0.52;27;30;28;35;21;28;13;8;36;52;51;49;1;0;2;0;0;0;1;0;1;0;1;0;0;1;1;1;12;1;0;3;12;2;0;6;10;2;8;2;-8;-6.5;8;2;0;0;0;329;283;254;227;170;157;16.8;12.3;63;38;15;15;11;6;10;12;21;18;149;159;127;121;42;26;28;22;0.3;0.1;0.4;;;;1058.5;71;5.5;106.5;6.3;0.24
Blidh;Anton;Left wing;LW;BOS;SWE;72;201;L;19;1;1;1;0;2;-2;5.3;7;237;10006;166.6;8.78;0.18;0.67;0.03;0.922;956;1.08;1.8;0.38;-2;-0.72;47;37;26;2.8;10;3;3;6;31.7;30.9;54.2;41;16;25;11;4;4;4;0.03;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;9;2;0;1;4;5;0;14;2;5;2;4;3;2;1;1;0;0;0;167;133;125;95;87;64;7;5.6;23;19;3;5;7;4;11;4;18;8;71;71;107;100;15;27;12;10;-0.1;0.1;0;;;;767.24;53;45;108.1;5.8;0.3
Blunden;Mike;Right wing;RW;OTT;CAN;76;217;R;2;0;0;0;0;0;0;-0.5;4;22;974;16.2;8.12;0.17;0.00;0.00;1;1000;0;0;0.00;0;0;1;1;1;0;0;0;0;0;35;34.4;0;6;5;1;0;0;0;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;0;0;2;0;0;0;0;10;21;8;15;4;13;0.5;0.6;2;2;0;0;0;1;1;0;1;1;6;2;11;11;2;1;2;2;0;0;0;;;;78.92;10;3;114.6;-0.6;-0.31
Boedker;Mikkel;Left wing;LW/RW;S.J;DNK;72;210;L;81;10;16;10;6;26;0;2.7;10;1713;69738;1153.2;14.27;0.25;0.54;0.08;0.908;988;2.5;2.6;0.49;-2;-0.1;222;174;122;14.5;58;10;13;23;24.4;23.9;232.6;71;73;-3;53;37;31;35;0.03;5;13;0.28;0.02;1;1;2;3;2;9;1;4;0;3;5;11;0;2;2;0;0;1;0;1;0;3;2;0;4;1;1;4;47;10;8;5;17;5;2;75;5;14;5;12;9;7.5;5;0;0;0;0;1130;1081;838;770;596;541;57;50.7;195;173;48;50;48;47;50;59;98;106;468;589;334;421;244;153;41;54;0.7;1.5;2.1;1;0;0;3507.77;116;20.4;115;28.3;0.35
Boeser;Brock;Right wing;RW;VAN;USA;73;191;R;9;4;1;1;0;5;0;0.8;0;188;8755;145.9;16.22;0.29;0.63;0.09;0.905;998;3.29;2.47;0.57;2;0.82;38;28;25;2.4;8;3;1;4;30.4;30.1;19.2;5;3;2;3;4;1;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;0;0;0;3;1;1;3;3;0;1;16;0;0;0;0;0;0.2;0;0;0;0;0;144;106;110;84;86;63;6.9;5.8;23;21;8;6;5;3;4;14;9;17;69;87;40;39;23;18;5;3;0.6;0.2;0.8;;;;355.66;5;0;102.8;6.1;0.68
Bogosian;Zach;Defense;D;BUF;USA;75;228;R;56;2;9;4;5;11;-17;-4;46;1424;67493;1123.7;20.08;0.35;0.32;0.06;0.915;978;1.82;2.94;0.38;-21;-1.12;135;105;73;3.7;4;5;1;6;56.1;42.8;117.4;59;23;36;32;31;11;97;0.09;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;3;0;29;4;1;44;9;0;0;15;16;6;14;5;-10;-3.9;13;2;0;1;0;954;1137;736;872;538;646;45.4;57.8;147;180;34;55;36;49;46;47;82;96;520;547;437;307;146;122;59;45;0;1.4;1.4;;;;2066.16;204;5.4;111.6;10.4;0.19
Boll;Jared;Right wing;RW;ANA;USA;75;209;R;51;0;3;3;0;3;-3;-7.2;87;495;17793;296;5.82;0.12;0.50;0.06;0.944;1007;1.22;1.82;0.40;-3;-0.61;26;19;13;1;4;1;1;2;28.1;30.9;90.8;68;43;25;6;5;2;14;0.05;0;1;0.00;0.00;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;1;1;0;8;21;8;21;16;-13;-4;6;15;0;0;0;185;278;148;213;96;162;7.9;12.8;27;48;6;9;5;11;8;14;13;25;140;170;249;168;36;12;40;23;-0.5;0.2;-0.3;;;;2087.23;184;11.7;93.8;-2.2;-0.04
Bonino;Nick;Center;C;PIT;USA;73;196;L;80;18;19;12;7;37;-5;-4.5;16;1883;79931;1330.1;16.65;0.28;0.73;0.08;0.915;993;2.3;2.84;0.45;-12;-0.54;226;180;142;16.3;65;16;15;31;25.7;23.3;232.8;60;86;-26;38;24;41;99;0.07;582;631;0.48;0.94;238;257;186;207;158;167;197;178;203;222;348;401;0;3;1;0;0;0;2;0;0;3;1;0;12;0;2;2;34;16;0;3;17;12;2;92;8;7;8;5;-1;-2.4;8;0;0;0;0;1114;1342;851;961;655;740;61;73.4;218;261;51;63;56;73;41;43;97;116;626;672;428;590;155;139;55;61;2.3;0.7;3;3;0;0;3403.59;175;12.6;110.8;33.1;0.41
Borowiecki;Mark;Defense;D;OTT;CAN;73;216;L;70;1;2;2;0;3;-3;3;154;1559;58845;980.7;14.02;0.26;0.13;0.05;0.921;975;1.47;2.32;0.39;-14;-0.86;115;74;50;1.9;3;4;11;15;48;49.5;75.2;364;137;227;24;18;6;90;0.09;1;0;1.00;0.00;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;23;0;0;16;6;0;0;28;48;20;44;16;-28;-19.4;32;14;0;2;0;848;960;604;680;443;479;34.6;37.4;116;109;24;38;38;39;54;42;92;81;446;460;703;443;147;109;91;63;-0.8;2;1.3;;;;2828.65;622;11.6;110.6;2.9;0.04
Bortuzzo;Robert;Defense;D;STL;CAN;76;221;R;38;1;3;2;1;4;11;6.7;15;865;32118;533.8;14.08;0.26;0.17;0.10;0.909;1005;2.59;2.25;0.54;3;0.34;87;65;45;2.1;2;0;1;1;47.7;40.3;39;77;72;5;20;13;4;50;0.11;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;19;3;0;13;3;1;0;25;6;2;6;2;-4;0.5;5;1;0;0;0;442;468;338;319;239;219;20.8;17.5;63;48;23;20;11;9;20;22;31;31;225;245;277;262;59;69;24;26;-0.1;2.1;2;;;;1544.78;143;16.2;102.3;10.7;0.28
Boucher;Reid;Center;C/LW;N.J/NSH/VAN;USA;70;195;L;39;6;4;3;1;10;-6;-5.3;8;621;27909;456.7;11.73;0.22;0.59;0.07;0.918;988;2.23;2.5;0.47;-2;-0.26;112;90;70;6.7;25;4;3;7;33;31.8;61.3;20;27;-9;21;8;18;14;0.03;0;1;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;1;1;0;2;0;2;0;19;9;0;6;4;4;0;47;3;6;3;6;3;3.8;3;0;0;0;0;446;395;337;320;242;232;20.1;20.9;73;72;17;19;11;20;9;25;20;45;238;206;161;172;68;44;24;23;0.5;0.4;0.9;;;;1614.32;42;12.7;110.5;10.8;0.28
Bouma;Lance;Center;C/LW/RW;CGY;CAN;74;208;L;61;3;4;1;3;7;-2;-2.7;35;1044;41528;691.6;11.35;0.21;0.39;0.08;0.892;970;1.56;3.04;0.34;-17;-1.47;94;78;53;5;14;0;9;9;27.2;24.7;24.9;127;62;65;25;9;17;44;0.07;4;8;0.33;0.02;2;4;2;1;0;3;0;4;2;2;4;4;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;5;20;4;2;6;7;3;1;30;13;12;12;10;-1;-3.1;10;3;0;0;0;447;673;325;459;232;324;16.6;29;49;100;18;35;10;26;32;19;42;45;308;315;328;226;95;100;51;40;-0.9;0.8;-0.1;;;;2617.73;209;14.4;97.2;6.7;0.11
Bournival;Michael;Left wing;LW;T.B;CAN;71;198;L;19;2;1;0;1;3;-3;0.7;2;287;11568;192.6;10.15;0.21;1.00;0.03;0.927;958;0.93;1.87;0.33;-3;-0.93;46;39;25;2.7;7;2;2;4;32.5;20.2;0;31;26;5;14;3;6;8;0.05;1;2;0.33;0.02;0;0;0;0;1;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;4;9;1;0;3;5;4;0;12;1;1;1;1;0;-1;1;0;0;0;0;179;164;140;121;95;82;8.9;6.3;17;12;3;6;8;3;11;15;19;18;96;93;137;124;24;12;8;8;0;0.1;0.1;;;;748.67;41;37;106.9;4.3;0.22
Bourque;Gabriel;Left wing;LW/RW;COL;CAN;70;206;L;6;0;0;0;0;0;0;-1.1;0;103;4032;67.2;11.2;0.21;0.00;0.05;0.878;926;0.89;4.46;0.17;-4;-3.57;9;6;4;0.5;2;1;2;3;32;30.5;0;17;4;13;2;0;1;6;0.07;0;1;0.00;0.02;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;37;81;27;59;21;41;1.6;4.1;7;16;1;5;3;3;2;2;5;5;29;29;45;26;5;8;4;3;-0.2;0.1;-0.1;;;;249.57;23;0;105.3;-0.4;-0.06
Bourque;Rene;Right wing;RW/LW;COL;CAN;74;217;L;65;12;6;3;3;18;-19;-9.4;56;1229;54382;904.6;13.95;0.26;0.60;0.07;0.897;963;1.99;3.05;0.40;-16;-1.06;194;157;112;11.5;44;9;6;15;27.8;27.8;80.6;75;42;33;45;12;24;26;0.03;0;5;0.00;0.01;0;1;0;1;0;3;0;1;0;3;0;3;1;0;2;0;0;0;0;0;1;0;4;0;7;0;2;3;40;14;1;9;6;9;3;70;21;8;17;9;-13;-3.7;18;2;0;0;1;850;789;634;603;453;445;36.5;33;117;111;30;46;28;34;30;32;58;66;522;376;335;243;85;109;61;53;0.8;0.5;1.2;;;;2555.96;159;5.5;108.7;15;0.23
Bouwmeester;Jay;Defense;D;STL;CAN;76;221;L;81;1;14;7;7;15;6;-3.1;28;2366;108889;1807;22.4;0.39;0.21;0.10;0.914;1013;2.36;2.76;0.46;-12;-0.4;205;139;106;4.5;7;4;2;6;52.1;45.9;136.5;67;115;-48;33;37;11;111;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;32;0;1;52;9;0;0;44;14;3;14;2;-11;-3.3;14;0;0;0;0;1325;1788;995;1334;720;970;59;81.8;187;255;71;83;48;63;60;53;108;116;929;916;558;630;162;204;106;74;-0.5;4.6;4.1;;;;2823.03;206;5.6;103.4;17;0.21
Boychuk;Johnny;Defense;D;NYI;CAN;74;227;R;66;6;17;10;7;23;11;0.4;19;1576;82095;1361.8;20.73;0.35;0.39;0.08;0.922;1006;2.6;2.42;0.52;4;0.18;339;235;155;7;6;5;13;18;55.5;52.2;222.4;160;109;51;80;45;13;133;0.10;1;0;1.00;0.00;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;0;0;0;5;0;0;0;1;0;1;8;71;2;0;94;20;0;0;39;8;6;8;6;-2;3.8;7;1;0;0;0;1320;1374;990;1009;699;704;61.6;65.8;207;230;59;55;43;30;82;67;125;97;645;704;563;447;207;149;61;66;1.6;3.2;4.8;1;0;0;2547.54;313;24.7;118.7;32;0.49
Boyle;Brian;Center;C/LW;T.B/TOR;USA;78;244;L;75;13;12;7;5;25;3;3.5;66;1386;58649;976.2;13;0.24;0.56;0.09;0.917;1007;2.77;2.4;0.54;6;0.37;214;179;131;13.3;45;10;13;23;28.1;25.1;156.9;115;74;39;50;19;22;41;0.05;303;278;0.52;0.55;124;114;72;89;106;72;103;93;88;93;174;157;0;2;2;0;0;0;2;1;0;0;3;0;7;0;0;7;43;14;5;9;9;18;0;76;16;7;13;9;-9;-4;8;6;0;2;0;898;862;700;657;497;469;39.4;39.2;102;119;45;39;28;24;43;33;71;57;537;506;400;415;123;100;65;61;1.4;1.2;2.7;3;2;2;3168.57;228;17.1;108.2;33.6;0.45
