Last Name;First Name;Position_cat4;Position;Team;Nat;Ht;Wt;Hand;GP;G;A;A1;A2;PTS;Plus_min;E_plus_min;PIM;Shifts;TOI;TOI_2;TOI/GP;TOI%;IPP%;SH%;SV%;PDO;F/60;A/60;Pct%;Diff;Diff/60;iCF;iFF;iSF;ixG;iSCF;iRB;iRS;iDS;sDist;sDist_2;Pass;iHF;iHA;iHDf;iMiss;iGVA;iTKA;iBLK;BLK%;iFOW;iFOL;FO%;%FOT;dzFOW;dzFOL;nzFOW;nzFOL;ozFOW;ozFOL;FOW.Up;FOL.Up;FOW.Down;FOL.Down;FOW.Close;FOL.Close;OTG;1G;GWG;ENG;PSG;PSA;G.Bkhd;G.Dflct;G.Slap;G.Snap;G.Tip;G.Wrap;G.Wrst;CBar ;Post;Over;Wide;S.Bkhd;S.Dflct;S.Slap;S.Snap;S.Tip;S.Wrap;S.Wrst;iPenT;iPenD;iPENT;iPEND;iPenDf;NPD;Min;Maj;Match;Misc;Game;CF;CA;FF;FA;SF;SA;xGF;xGA;SCF;SCA;GF;GA;RBF;RBA;RSF;RSA;DSF;DSA;FOW;FOL;HF;HA;GVA;TKA;PENT;PEND;OPS;DPS;PS;SOS;SOG;SOGDG;OTOI;Grit;DAP;Pace;GS;GS/G
Letestu;Mark;Center;C/RW;EDM;CAN;70;197;R;78;16;19;12;7;35;-2;-5.6;17;1619;66630;1108.8;14.23;0.24;0.57;0.12;0.909;1026;3.36;2.76;0.55;11;0.6;224;167;121;13.4;54;12;14;26;28.8;26.2;200.1;71;31;40;45;24;24;34;0.03;452;444;0.50;0.68;239;249;80;79;133;116;131;129;153;156;294;267;1;2;6;0;0;0;1;2;2;5;1;0;4;0;3;5;37;12;2;20;28;9;0;49;7;6;7;6;-1;0.9;6;1;0;0;0;975;1062;720;766;531;562;53.9;57.2;206;195;62;51;42;54;42;59;84;113;665;646;529;368;209;126;61;46;2.6;1.1;3.7;9;4;1;3516.58;123;15.8;110.2;29.9;0.38
Lewis;Trevor;Center;C/RW/LW;L.A;USA;73;201;R;82;12;12;8;4;24;-6;6.8;30;1567;70224;1168.4;14.27;0.25;0.67;0.07;0.908;973;1.85;2.31;0.44;-9;-0.46;248;209;145;14.9;46;20;9;29;31.4;27.6;214;174;158;16;64;12;18;30;0.03;44;66;0.40;0.10;7;13;15;27;22;26;15;15;14;27;27;40;0;0;3;0;0;0;2;1;0;1;1;0;7;0;3;3;58;16;1;4;22;5;5;92;15;14;14;10;-1;-5;15;0;0;0;0;1031;951;781;691;547;487;44.2;44.5;137;146;36;45;47;33;47;46;94;79;572;523;612;575;147;72;59;65;0.7;1.5;2.2;1;0;0;3450.68;234;12.8;101.8;38.3;0.47
Liambas;Mike;Left wing;LW;NSH;CAN;70;203;L;1;0;0;0;0;0;-1;-0.2;0;8;282;4.7;4.7;0.09;0.00;0.00;0.5;500;0;12.82;0.00;-1;-12.82;0;0;0;0;0;0;0;0;0;NA;0;1;0;1;0;1;0;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;2;1;2;0.1;0.4;0;1;0;1;0;0;0;1;0;1;3;4;2;2;1;0;0;0;0;0;-0.1;;;;45.99;1;0;89.7;-0.2;-0.2
Liles;John-Michael;Defense;D;BOS;USA;70;185;L;36;0;5;3;2;5;1;3.1;4;776;35007;584;16.22;0.29;0.25;0.07;0.922;987;2.05;1.95;0.51;1;0.1;86;55;36;1.8;1;1;1;2;52.3;43.2;63.6;25;43;-18;19;8;11;41;0.09;2;0;1.00;0.00;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;16;10;0;0;10;2;6;2;5;4;6.1;2;0;0;0;0;557;465;421;337;305;243;24.1;19;71;55;20;19;12;12;26;14;38;26;289;237;203;234;61;68;29;40;-0.2;1.5;1.3;;;;1462.97;70;18;105;11.4;0.32
Lindberg;Oscar;Center;C;NYR;SWE;73;202;L;65;8;12;6;6;20;2;-6.2;32;1068;42235;703.1;10.83;0.21;0.71;0.09;0.928;1021;2.39;2.13;0.53;3;0.26;150;115;86;7;26;4;4;8;29.8;27.9;155.1;94;55;39;29;12;10;36;0.06;299;276;0.52;0.91;108;99;108;111;83;66;91;102;103;76;189;169;0;1;1;0;0;0;0;0;0;2;1;0;5;1;0;5;23;12;0;2;19;3;0;50;16;8;16;6;-8;-8.9;16;0;0;0;0;590;659;435;503;302;348;24.4;30.6;84;112;28;25;14;12;25;36;39;48;326;309;379;332;100;67;50;41;1.1;0.7;1.8;;;;2670.99;162;6.5;106.6;18.5;0.28
Lindbohm;Petteri;Defense;D;STL;FIN;75;198;L;7;0;0;0;0;0;-4;-0.1;4;134;5453;90.9;12.98;0.25;0.00;0.03;0.875;908;1.32;3.96;0.25;-4;-2.64;19;12;10;0.3;0;0;1;1;47.3;47.9;0;10;7;3;2;1;1;5;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;7;2;1;2;1;-1;-0.6;2;0;0;0;0;98;91;76;65;60;48;3.9;4;11;13;2;6;3;4;2;5;5;9;44;39;40;41;8;4;7;4;-0.1;-0.1;-0.2;;;;270.98;19;5.5;124.8;0.8;0.11
Lindell;Esa;Defense;D;DAL;FIN;75;215;L;73;6;12;5;7;18;8;-4.1;22;1981;95795;1581.6;21.87;0.38;0.27;0.09;0.907;996;2.54;2.88;0.47;-9;-0.34;223;151;99;5.4;11;4;8;12;46.9;43.7;115.9;93;100;-7;52;47;34;119;0.08;0;1;0.00;0.00;0;1;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;0;1;0;5;0;4;4;44;0;0;19;22;2;0;56;11;8;11;8;-3;4.5;11;0;0;0;0;1443;1597;1054;1177;750;814;67.9;84;222;268;67;76;57;77;65;79;122;156;830;859;468;475;250;198;86;77;0.7;3.6;4.2;;;;2636.48;234;11.5;115.3;22.8;0.31
Lindholm;Anton;Defense;D;COL;SWE;71;191;L;12;0;0;0;0;0;-8;-0.7;2;245;10621;177.3;14.77;0.27;0.00;0.06;0.824;881;1.35;5.42;0.20;-12;-4.06;22;14;7;0.5;1;0;0;0;63.1;47.9;0;38;7;31;7;4;2;12;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;1;0;3;0;1;0;2;1;0;1;0;-1;-0.2;1;0;0;0;0;135;155;99;116;71;91;6.3;7.4;22;31;4;16;7;3;6;2;13;5;70;79;78;48;19;18;8;7;-0.2;-0.2;-0.4;;;;470.45;52;40;98.2;-0.4;-0.04
Lindholm;Elias;Center;C/RW;CAR;SWE;73;192;R;72;11;34;29;5;45;-2;2.8;16;1743;78543;1289.7;18.18;0.31;0.69;0.10;0.899;995;3.02;2.56;0.54;10;0.47;268;216;151;19.2;80;16;9;25;27.3;24.8;598.3;99;98;0;69;37;57;43;0.04;353;282;0.56;0.50;122;106;86;51;145;125;97;68;110;99;225;189;0;3;0;1;0;0;0;0;0;4;0;0;7;0;0;5;64;7;5;7;49;13;0;70;8;15;8;11;7;5.8;8;0;0;0;0;1367;1085;1007;800;677;547;72.9;56.3;257;208;65;55;69;44;61;61;130;105;713;542;382;437;202;228;56;57;2.5;1.6;4.1;;;;2944;158;19.5;114.1;49.7;0.7
Lindholm;Hampus;Defense;D;ANA;SWE;75;205;L;66;6;14;5;9;20;13;17.8;36;1786;88900;1476.8;22.45;0.38;0.32;0.08;0.926;1009;2.52;1.95;0.56;14;0.57;203;132;94;6.3;11;4;6;10;48.5;38.6;117;98;119;-21;38;63;18;94;0.07;2;0;1.00;0.00;0;0;1;0;1;0;1;0;0;0;1;0;0;2;2;0;0;0;0;0;1;2;1;0;2;0;4;1;33;1;0;33;12;1;1;46;18;12;18;10;-6;1.2;18;0;0;0;0;1410;1288;1046;970;746;647;76;65.7;271;221;62;48;60;47;75;70;135;117;751;672;690;522;227;126;88;91;1.1;4.5;5.6;1;0;0;2465.56;228;6.4;109.6;33.3;0.5
Little;Bryan;Center;C/RW;WPG;CAN;72;191;R;59;21;26;16;10;47;-7;4;18;1455;62152;1019.5;17.55;0.30;0.73;0.11;0.884;993;3.77;3.41;0.53;6;0.35;188;157;119;13.7;53;11;9;20;24.9;22.5;166.3;35;35;0;39;19;31;23;0.03;610;487;0.56;0.95;178;170;203;146;229;171;229;175;176;139;380;310;1;4;3;1;0;0;5;1;1;3;3;0;8;1;1;3;34;17;11;13;20;11;0;47;9;8;9;7;-1;0.5;9;0;0;0;0;1024;904;803;684;589;502;56;44.8;178;147;64;58;39;32;56;53;95;85;630;512;284;225;150;128;54;54;4.6;0.6;5.3;2;1;0;2356.87;76;7.3;113.5;44.9;0.77
Lorito;Matt;Left wing;LW/RW;DET;CAN;69;170;L;2;0;1;0;1;1;0;0.1;0;37;1732;28.2;14.43;0.25;1.00;0.08;0.909;992;2.13;2.13;0.50;0;0;8;7;6;0.5;2;0;1;1;22.8;24.6;0;0;2;-2;1;0;1;0;0.00;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;16;22;13;18;12;11;1;1.4;4;6;1;1;1;1;2;1;3;2;12;8;15;14;1;5;1;1;0;0;0.1;;;;83.62;0;0;80.9;0.7;0.33
Lovejoy;Ben;Defense;D;N.J;USA;73;206;R;82;1;6;4;2;7;-7;-6.9;39;2241;102209;1673.1;20.8;0.36;0.19;0.06;0.926;984;1.33;2.55;0.34;-34;-1.22;148;112;84;3.5;7;4;5;9;53.2;47.4;64.1;82;117;-37;29;40;18;150;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;27;1;0;42;19;1;0;21;18;5;15;3;-13;-3.1;17;1;0;0;0;1073;1771;845;1340;636;956;50.5;86;165;281;37;71;24;53;42;59;66;112;858;871;503;620;195;176;95;82;-1.2;3.8;2.5;;;;2981.17;272;5.9;102;1.5;0.02
Lowry;Adam;Center;C/LW;WPG;USA;77;210;L;82;15;14;7;7;29;1;1;52;1935;78962;1294.3;16.05;0.28;0.53;0.09;0.912;1001;2.55;2.83;0.47;-6;-0.28;197;161;122;18.8;81;19;14;33;24.4;22.5;143.1;217;112;102;42;24;29;56;0.04;658;637;0.51;0.91;293;299;215;195;150;143;203;210;240;215;380;378;0;0;1;1;0;0;3;0;0;2;0;0;10;1;3;5;33;14;6;3;13;4;0;82;19;15;16;14;-4;-0.5;16;2;0;1;0;1112;1273;856;944;623;695;61.6;63.8;210;215;55;61;55;50;70;58;125;108;705;701;605;443;194;129;81;69;1.2;1.2;2.4;;;;3372.82;327;15.4;110.6;28.4;0.35
Lucic;Milan;Left wing;LW;EDM;CAN;75;236;L;82;23;27;19;8;50;-3;0.9;50;1769;84435;1403.1;17.17;0.30;0.58;0.10;0.918;1021;3.68;2.1;0.64;37;1.58;310;249;175;22.2;89;9;17;26;26.1;26.4;315.8;202;87;115;74;49;26;20;0.02;4;3;0.57;0.01;0;1;0;1;4;1;1;0;2;2;3;2;0;3;3;1;0;0;1;1;1;3;5;0;12;0;3;7;64;19;3;12;43;23;4;71;16;7;16;8;-9;-5.3;10;6;0;0;0;1564;1122;1157;836;829;594;85;58;317;201;86;49;55;49;72;85;127;134;650;740;539;505;278;164;61;75;4.3;1.4;5.7;;;;3216.03;278;22.8;114.9;51.9;0.63
Lyubimov;Roman;Left wing;LW;PHI;RUS;74;207;R;47;4;2;1;1;6;-2;-3.6;8;682;27011;450.1;9.58;0.19;0.50;0.07;0.919;985;1.6;2.27;0.41;-5;-0.67;84;67;41;4.8;16;12;5;17;33.1;29.6;31;28;37;-9;26;5;12;16;0.04;1;6;0.14;0.02;0;0;1;2;0;4;0;1;0;3;1;3;0;0;1;0;0;0;0;0;1;1;0;0;2;0;0;1;25;4;0;6;5;2;2;22;4;5;4;5;1;-1;4;0;0;0;0;380;410;266;283;181;209;14.2;16.1;42;52;12;17;24;15;27;18;51;33;202;166;213;249;54;41;23;29;-0.2;0.5;0.3;1;0;0;1955.9;52;10;105.3;7.9;0.17
Maatta;Olli;Defense;D;PIT;FIN;74;206;L;55;1;6;4;2;7;17;7.6;12;1386;59611;992.2;18.07;0.33;0.15;0.09;0.936;1026;2.78;2.24;0.55;9;0.54;129;88;66;2.2;1;4;5;9;56.9;49.5;79;72;129;-57;22;30;11;102;0.09;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;19;1;0;30;3;0;0;32;6;6;6;6;0;3.3;6;0;0;0;0;884;1082;657;782;510;575;42.9;52.1;133;163;46;37;46;49;32;36;78;85;466;539;421;457;134;114;55;63;-0.4;2.6;2.3;;;;2038.75;186;13.8;118.9;16.2;0.29
MacArthur;Clarke;Left wing;LW;OTT;CAN;72;192;L;4;0;0;0;0;0;-1;0.4;0;69;3237;53.9;13.48;0.24;0.00;0.00;0.95;950;0;1.11;0.00;-1;-1.11;13;9;5;0.4;0;0;0;0;34.8;30.1;0;4;3;1;4;1;1;1;0.03;0;1;0.00;0.02;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1;0;3;0;0;0;0;0;0.1;0;0;0;0;0;59;37;43;28;26;20;3;1.7;12;6;0;1;1;3;1;3;2;6;17;27;20;17;7;5;3;4;-0.2;0;-0.1;;;;175.57;5;0;106.8;0.5;0.13
MacDonald;Andrew;Defense;D;PHI;CAN;73;204;L;73;2;16;12;4;18;-5;0.7;26;1947;88074;1460.4;20.1;0.36;0.47;0.07;0.908;973;1.56;2.88;0.35;-32;-1.31;159;95;65;3.1;6;4;6;10;50.2;45.8;315.4;39;126;-87;30;50;8;151;0.10;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;1;28;2;0;32;6;1;0;24;12;10;13;8;-2;2;12;0;0;0;0;1133;1545;809;1072;583;759;45.7;66.9;158;218;38;70;39;65;64;66;103;131;717;722;490;611;206;126;78;83;0.4;3.3;3.7;;;;2632.47;216;3.9;110;17.9;0.24
MacKenzie;Derek;Center;C/LW;FLA;CAN;71;181;L;82;6;10;7;3;16;-7;-10.6;50;1559;61819;1029.4;12.57;0.23;0.62;0.06;0.924;988;1.52;2.74;0.36;-21;-1.22;155;125;91;7.6;23;8;12;20;36.3;31;141.7;192;58;134;34;25;34;45;0.04;386;386;0.50;0.74;192;210;120;115;74;61;128;135;132;111;232;231;0;1;1;2;0;0;0;0;2;0;1;0;3;1;2;2;29;12;1;24;9;7;0;38;18;19;16;17;1;0.9;15;2;0;0;1;681;1101;552;834;408;618;27.8;57.5;78;195;26;47;21;52;37;45;58;97;520;522;506;306;132;129;73;70;-0.4;1.1;0.6;;;;3521.78;289;15.1;103.9;8.6;0.11
MacKinnon;Nathan;Center;C/RW;COL;CAN;72;205;R;82;16;37;25;12;53;-14;0.5;16;2097;98124;1631.7;19.95;0.33;0.65;0.09;0.893;981;3.02;3.27;0.48;-7;-0.26;436;333;251;22.5;76;12;24;36;31.6;27.5;447.7;56;61;-5;81;45;47;30;0.02;769;752;0.51;0.81;247;269;268;293;254;190;243;196;284;291;466;448;2;2;4;1;0;0;4;1;0;1;0;0;10;0;7;5;69;23;1;16;28;11;3;169;8;22;8;21;14;13.4;8;0;0;0;0;1695;1487;1283;1150;930;833;80.5;71.8;256;226;82;89;61;66;66;56;127;122;970;914;401;327;200;217;83;101;3.1;1.7;4.8;3;1;0;3255.37;102;12.9;117;58.9;0.72
Malgin;Denis;Center;C;FLA;CHE;69;177;R;47;6;4;1;3;10;-5;-3.4;8;720;31692;527;11.23;0.21;0.63;0.06;0.931;987;1.82;1.94;0.49;-1;-0.11;102;81;67;6.3;21;4;3;7;31.7;30;35.8;34;39;-5;14;11;17;15;0.04;67;117;0.36;0.41;16;23;37;54;14;40;23;35;22;32;47;80;1;0;1;0;0;1;0;0;2;2;0;0;2;0;1;1;12;7;2;18;9;1;0;30;4;12;4;14;8;9.6;4;0;0;0;0;493;420;386;324;283;245;21.7;21.4;66;74;16;17;17;20;18;19;35;39;202;246;199;174;83;63;28;39;0.3;0.5;0.8;;;;1938.39;57;12.8;104;13;0.28
Malkin;Evgeni;Center;C/RW;PIT;RUS;75;195;L;62;33;39;26;13;72;18;6.2;77;1416;69263;1143.9;18.62;0.33;0.77;0.12;0.93;1052;4.88;1.99;0.71;55;2.88;315;250;192;21.6;81;16;11;27;25.7;23.5;350.8;40;84;-44;57;54;52;25;0.03;365;481;0.43;0.72;57;97;132;185;176;199;110;152;139;156;217;305;1;5;6;0;0;0;2;0;6;5;3;1;15;0;3;9;45;17;2;34;31;13;2;92;36;22;33;14;-14;-16.3;35;1;0;0;0;1332;939;1009;707;763;545;76.9;44.8;263;147;93;38;63;46;35;47;98;93;534;638;440;499;176;121;84;74;8.4;1.6;9.9;5;1;0;2356.8;143;2.6;119.1;69.7;1.12
Malone;Sean;Center;C;BUF;USA;72;190;L;1;0;0;0;0;0;0;0;0;15;732;12.2;12.2;0.24;0.00;0.00;1;1000;0;0;0.00;0;0;2;1;1;0.2;1;0;0;0;14;13;0;0;1;-1;0;1;0;1;0.17;5;3;0.63;0.89;1;1;2;1;2;1;0;0;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;6;7;5;6;5;0.4;0.4;2;2;0;0;0;0;0;0;0;0;5;4;0;4;4;1;0;1;0;0;0;;;;39.78;1;0;78.7;0.4;0.4
Manning;Brandon;Defense;D;PHI;CAN;73;205;L;65;3;9;4;5;12;-12;-2.9;83;1657;70419;1173.5;18.05;0.32;0.33;0.07;0.905;972;1.84;2.86;0.39;-20;-1.02;193;117;84;3.6;9;6;9;15;50.9;49;96.9;121;121;0;32;38;9;79;0.07;0;1;0.00;0.00;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;3;28;2;0;30;17;0;0;35;27;16;27;15;-11;-6.7;18;9;0;0;0;1051;1094;749;804;534;587;42.2;54.8;144;196;36;56;39;53;58;65;97;118;598;496;612;561;168;107;74;77;0.2;1.9;2.1;;;;2511.34;292;7.2;109.7;17.4;0.27
Manson;Josh;Defense;D;ANA;CAN;75;215;R;82;5;12;4;8;17;14;13.1;82;1911;91639;1524.3;18.63;0.33;0.29;0.09;0.92;1005;2.32;2.32;0.50;0;0;181;129;88;5.1;10;4;12;16;43.5;42.7;75.2;227;124;103;41;57;23;79;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;1;0;1;0;1;3;37;1;0;18;10;3;2;54;32;15;32;15;-17;-6.5;26;6;0;0;0;1285;1426;974;1084;694;737;68.8;75.4;226;263;59;59;64;56;83;67;147;123;792;688;800;583;239;148;112;99;0.6;4.7;5.3;;;;3050.6;394;9.6;106.7;27.3;0.33
Mantha;Anthony;Right wing;RW;DET;CAN;77;221;L;60;17;19;6;13;36;10;10.9;53;1210;57246;933.7;15.88;0.29;0.78;0.09;0.909;1001;2.96;2.06;0.59;14;0.9;211;181;133;15.4;57;9;15;24;28.2;26;111.5;46;54;-9;52;39;26;33;0.05;5;6;0.46;0.01;1;1;2;1;2;4;1;0;3;4;3;2;2;1;3;0;0;0;2;0;0;7;0;0;8;0;5;5;42;19;0;16;26;5;2;65;15;12;15;15;-3;0.4;9;5;0;1;0;919;671;689;504;499;351;47.2;31.3;166;105;46;32;27;21;37;42;64;63;430;412;261;314;141;93;58;51;3.2;1.7;4.9;;;;2327.74;137;8;102.2;39.8;0.67
Marchand;Brad;Left wing;LW/C;BOS;CAN;69;181;L;80;39;46;23;23;85;18;17.7;81;1942;93295;1546.7;19.35;0.33;0.75;0.11;0.9;1011;4.38;2.44;0.64;50;1.94;408;320;226;23.5;78;21;13;34;28.5;27;380.8;51;129;-78;94;84;69;35;0.03;13;23;0.36;0.02;1;5;3;1;9;17;6;10;5;6;4;15;1;7;8;4;1;1;10;1;0;8;0;1;19;2;3;10;79;22;2;3;41;10;7;141;35;30;30;22;-5;-7.7;33;1;0;0;1;1839;1167;1404;872;1017;628;89.2;55.5;275;179;113;63;63;39;74;51;137;90;1050;754;412;541;251;206;103;98;9.8;2.8;12.6;4;2;0;3191.36;168;3.6;116.6;99.2;1.24
Marchenko;Alexey;Defense;D;DET/TOR;RUS;75;210;R;41;1;7;1;6;8;7;-2.2;12;964;41700;693.8;16.95;0.31;0.32;0.08;0.931;1013;2.16;2.33;0.48;-2;-0.17;80;59;36;1.9;4;2;3;5;51.6;44.8;22.3;22;43;-21;23;22;5;59;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;20;2;0;13;3;1;0;17;6;3;6;3;-3;1.1;6;0;0;0;0;552;739;428;565;304;392;24.3;33.2;87;104;25;27;9;21;28;26;37;47;328;352;223;254;96;68;33;48;0.1;2.2;2.3;;;;1558.33;93;4.5;111.6;8.1;0.2
Marchessault;Jonathan;Center;C;FLA;CAN;69;174;R;75;30;21;10;11;51;-21;-9.7;38;1567;76099;1264.8;16.92;0.30;0.74;0.09;0.896;986;3.27;2.99;0.52;6;0.28;315;250;193;16.1;49;8;19;27;34.8;32.3;177;105;89;16;57;46;64;17;0.02;122;148;0.45;0.23;22;31;24;28;76;89;41;47;35;48;87;92;1;6;6;1;0;0;2;0;6;7;2;0;13;0;6;3;48;10;2;53;39;9;4;76;19;19;20;13;0;-2.5;19;0;0;0;0;1377;965;1054;785;764;604;65.8;47.8;201;149;69;63;40;42;73;51;113;93;565;615;404;368;201;179;76;72;5.4;0.8;6.2;1;0;0;2993.14;160;8.9;111.1;50.4;0.67
Marincin;Martin;Defense;D;TOR;SVK;76;210;L;25;1;6;2;4;7;3;-0.2;16;625;27071;450.4;18.05;0.33;0.35;0.10;0.92;1020;2.66;2.93;0.48;-2;-0.27;67;39;22;1.2;2;1;0;1;55.2;44;28.4;25;28;-3;17;15;7;27;0.05;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;15;1;0;11;1;0;0;9;8;7;8;7;-1;0.9;8;0;0;0;0;405;511;295;404;200;276;21.9;25.3;69;77;20;22;16;15;19;20;35;35;216;237;196;196;63;70;30;28;0.3;1;1.4;;;;899.19;68;4;122;8;0.32
Markov;Andrei;Defense;D;MTL;RUS;72;200;L;62;6;30;21;9;36;18;8.1;16;1652;81230;1348.5;21.83;0.36;0.55;0.09;0.933;1024;2.89;1.91;0.60;22;0.98;223;140;98;4;3;7;18;25;52.6;50.1;399.2;39;67;-28;42;69;28;73;0.06;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;4;0;0;0;2;0;2;1;39;0;0;38;6;0;0;54;8;9;8;9;1;6.3;8;0;0;0;0;1365;1178;1004;869;715;639;63.2;54.8;211;199;65;43;64;38;84;77;148;115;706;715;458;554;249;149;61;62;3;4.5;7.5;;;;2355.96;128;8.4;113.1;45.3;0.73
Marleau;Patrick;Left wing;LW/C;S.J;CAN;74;215;L;82;27;19;7;12;46;4;5.9;28;1851;84416;1403.6;17.18;0.30;0.56;0.10;0.926;1026;3.51;1.88;0.65;38;1.62;325;273;190;23.4;91;18;17;35;25.3;22.8;146.9;82;96;-14;84;51;46;32;0.03;115;100;0.54;0.15;21;22;36;31;58;47;41;37;39;38;65;52;0;8;6;2;0;0;3;3;0;3;2;2;14;1;4;12;67;15;14;15;25;11;7;103;14;11;14;11;-3;-0.1;14;0;0;0;0;1630;1164;1180;829;819;594;82.5;52;282;169;82;44;66;45;53;87;119;132;744;696;393;434;328;175;61;78;4;1.9;6;1;0;0;3247.27;142;9.1;119.4;51.8;0.63
Marner;Mitchell;Center;C/RW;TOR;CAN;72;170;R;77;19;42;24;18;61;0;-2.3;38;1690;77663;1284.4;16.73;0.29;0.73;0.11;0.914;1024;3.92;2.62;0.60;28;1.31;NA;NA;176;18.4;64;NA;17;NA;28.6;NA;362.3;41;101;-60;80;62;67;39;0.03;14;23;0.38;0.03;3;3;3;5;8;15;9;12;3;5;8;12;0;4;5;0;0;0;0;0;0;8;1;1;9;0;4;7;69;12;0;11;57;6;1;88;18;20;17;18;2;3.2;18;0;0;0;0;1462;1156;1104;926;766;652;80.3;56.1;276;182;84;56;46;32;64;63;110;95;717;571;372;519;256;198;72;74;5.4;1.2;6.6;8;3;1;3095.06;118;6;122.3;56.9;0.74
Maroon;Patrick;Left wing;LW;EDM;USA;75;227;L;81;27;15;9;6;42;13;15;95;1715;81345;1351.9;16.73;0.30;0.55;0.10;0.919;1014;3.42;2.09;0.62;30;1.33;300;243;178;25.1;109;23;17;40;21.8;21.7;154.6;189;109;80;65;49;33;23;0.02;6;9;0.40;0.01;0;0;0;1;6;8;4;3;1;2;3;6;0;8;5;0;0;0;2;1;0;1;2;1;20;0;5;3;57;17;2;5;36;16;6;96;34;19;34;19;-15;-13;25;9;0;0;0;1500;1091;1116;791;809;581;82;53.2;322;186;77;47;55;31;65;77;120;108;555;661;511;486;298;184;77;86;3.9;2;6;1;0;0;3155.13;316;8.9;115;52.5;0.65
Martin;Matt;Left wing;LW/RW;TOR;CAN;75;220;L;82;5;4;2;2;9;0;-3.3;123;1117;43776;729.6;8.85;0.17;0.45;0.07;0.938;1003;1.64;1.81;0.48;-2;-0.16;112;95;66;7.3;26;6;3;9;31.5;29.2;58.9;300;108;191;30;13;16;26;0.04;0;11;0.00;0.02;0;1;0;6;0;4;0;8;0;2;0;5;0;1;0;0;0;0;0;0;0;2;2;0;1;0;0;3;27;5;2;0;26;8;0;25;34;21;28;13;-13;-16;19;13;0;2;0;596;678;445;493;307;352;26.1;29.8;80;95;20;22;14;24;27;26;41;50;324;316;597;463;106;81;65;48;-0.5;0.7;0.2;;;;3460.79;462;16.6;104.8;7;0.09
Martin;Paul;Defense;D;S.J;USA;73;200;L;81;4;22;5;17;26;10;1.2;20;2021;93441;1552.3;19.23;0.34;0.43;0.08;0.918;999;2.36;2.59;0.48;-6;-0.23;127;76;57;2.1;1;1;7;8;52.9;46.6;100.5;41;87;-46;19;57;36;124;0.08;0;0;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;3;0;0;0;0;0;1;1;17;2;2;23;4;0;0;26;10;2;10;2;-8;-2;10;0;0;0;0;1522;1621;1102;1178;753;816;67.9;83.5;228;289;61;67;54;67;76;99;130;166;711;752;454;530;388;236;74;96;1.3;4.5;5.8;;;;3011.49;185;7.7;121.5;31.4;0.38
